Date,Min Temp,Max Temp,Humidity,Precipitation
29-04-2004,25,34.4,81,0.5
05-05-2004,27,37.6,64,0
06-05-2004,28,39.4,60,0
05-06-2004,25.8,35,74,4.5
21-06-2004,27,34,73,22.5
02-07-2004,27,33,84,13
26-07-2004,26.6,34,77,11
03-08-2004,27,32,79,1
06-08-2004,26,32,82,17.5
15-08-2004,27,34,79,7.5
16-08-2004,27,34,80,9.5
31-08-2004,26.6,34,82,20
02-09-2004,27,34,86,11.5
03-09-2004,27.6,33,87,5.5
08-09-2004,28,34.6,77,0
10-09-2004,25.6,32,87,6
26-09-2004,26,33,83,0
06-10-2004,25,29,87,18
12-10-2004,25.2,33,82,0
14-10-2004,23.6,31,82,7
25-10-2004,21,31.4,70,0
30-10-2004,22,29,80,0
09-11-2004,19,30,77,0
12-11-2004,19,30,73,0
29-11-2004,17,29,68,0
02-12-2004,15.6,28.2,64,0
13-12-2004,17,27.4,76,0
25-12-2004,17,25.6,80,0
28-12-2004,10,22.2,72,0
03-01-2005,17,28.8,81,0
04-01-2005,17.8,26.4,79,0
10-01-2005,12,26,76,0
20-01-2005,14,23,69,0
13-02-2005,20,33.2,57,0
01-03-2005,22,33.8,59,0
12-03-2005,20.6,24,86,7.5
14-03-2005,20,31.8,57,0
25-03-2005,20,28.4,83,0
27-03-2005,24.3,35,74,0
06-04-2005,25.4,34.2,73,0
17-05-2005,25,36.2,71,0
21-05-2005,28,35.2,75,0
28-05-2005,29,37,71,0
05-06-2005,23.2,36.2,72,2.5
09-06-2005,28,38.4,62,0.5
14-06-2005,30,35,79,0.5
21-06-2005,28,36,75,2.5
24-06-2005,25,35,82,21
26-06-2005,27,33.6,75,16
28-06-2005,26,28,94,50.5
09-07-2005,25,33.4,82,3.5
25-07-2005,26,33.2,88,3
28-07-2005,26,33,87,18
10-08-2005,27,32,81,0
18-08-2005,27,34.8,81,2
31-08-2005,26,36,82,2
02-09-2005,27,34.2,77,7.5
07-10-2005,26,33,83,1.5
08-10-2005,25.2,33,83,1.5
12-10-2005,24,32.4,83,1.5
23-10-2005,21.8,25,96,29
26-10-2005,24,29.4,81,1
01-11-2005,21.6,29.6,78,0
07-11-2005,18,29,66,0
14-11-2005,16.4,30,64,0
26-11-2005,17,25.4,90,0
01-12-2005,14,28.6,71,0
14-12-2005,13,25,59,0
24-12-2005,16,28,69,0
26-12-2005,13,25,70,0
29-12-2005,12,27,74,0
07-01-2006,10,23,76,0
15-01-2006,12,27,74,0
16-01-2006,12,28,73,0
03-02-2006,15,30,70,0
07-02-2006,14.6,29,68,0
08-02-2006,15,30,66,0
13-02-2006,17,30,64,0
15-03-2006,23,34,60,0
26-03-2006,25,40,54,0
03-04-2006,26,34.4,74,0
04-04-2006,27,35.4,76,0
20-04-2006,22.6,34,64,0
13-05-2006,24.2,32,86,33.5
02-06-2006,27,35.6,71,25.5
17-06-2006,24.5,36,80,0
22-06-2006,26.1,33.4,84,9
23-06-2006,26.6,32.2,86,9.5
30-06-2006,28.2,34.8,78,2.5
18-07-2006,28,33.8,80,14
24-07-2006,28,34.6,81,1
27-07-2006,27.6,34.6,80,4.5
29-07-2006,26,27.6,94,20
31-07-2006,26.4,32,84,4.5
06-08-2006,25.6,32,86,7
27-08-2006,27,29.6,93,8
05-09-2006,26,33,83,1.5
16-09-2006,27.2,33.4,79,4
22-09-2006,24.2,26.4,98,13
23-09-2006,25.6,29,91,5
25-09-2006,27.2,32.4,86,3.5
26-09-2006,26.6,32.8,85,0.5
03-10-2006,26.6,34.2,78,2
10-10-2006,26.6,32.8,84,1
13-10-2006,26.2,33.2,84,3.5
30-10-2006,24,28.8,76,0
02-11-2006,22.2,30.6,76,0
21-12-2006,17,27.8,81,0
01-01-2007,12,26.4,69,0
02-01-2007,13.2,24,70,0
18-01-2007,12.4,24.4,71,0
23-01-2007,14,24.6,62,0
30-01-2007,18.4,30.6,71,0
31-01-2007,17,30.2,77,1
01-02-2007,18.6,29.6,71,0
19-02-2007,16.7,27,66,0
26-02-2007,18,28.6,68,0
27-02-2007,19,30,71,0
02-03-2007,18,23.6,85,2
16-03-2007,16.6,28.8,51,0
29-03-2007,24,35.2,62,0
31-03-2007,24.4,36,61,0
08-04-2007,26.6,34.8,68,1
16-04-2007,25.6,34.8,68,0
20-04-2007,26.2,36,66,0
10-05-2007,26,35,72,0
11-05-2007,26.6,36.2,69,0
18-05-2007,26.9,34,79,4
25-05-2007,28.8,36.6,77,0
30-05-2007,30,38.8,72,1
31-12-2005,11.4,27,65,0
06-01-2006,12,24,69,0
21-01-2006,15,29,60,0
01-02-2006,14,29,73,0
10-02-2006,16,31,64,0
19-02-2006,21,33.4,72,0
22-02-2006,21,35,61,0
24-02-2006,20,35,55,0
10-03-2006,24,34.6,59,0
19-03-2006,16,33,46,0
24-04-2006,22,38,73,1
30-04-2006,27,38,58,0
04-05-2006,27,38,71,0
05-05-2006,27,37,64,0
10-05-2006,20,35.6,75,3.5
18-05-2006,28,36,67,0
21-05-2006,25,35.6,72,5.5
31-05-2006,25.1,33.8,79,0
04-06-2006,26.9,33.4,84,19.5
05-06-2006,26.2,32.6,85,22.5
11-06-2006,28.4,37.4,76,0
13-06-2006,29.6,36,79,0
01-07-2006,27.4,34.4,78,4
04-07-2006,27.4,31.8,85,7
13-07-2006,27.2,34.8,86,2
11-08-2006,27,32.4,80,18.5
18-08-2006,26.6,31.8,91,13
19-08-2006,26.7,28.8,93,9
22-08-2006,26.2,30.6,86,6.5
26-08-2006,27.2,32.8,80,5
03-09-2006,25.6,31.4,86,22.5
06-09-2006,26.8,33.6,79,0
10-09-2006,26.4,33.2,84,3
12-09-2006,27.7,32.4,83,6.5
18-09-2006,27.4,35,75,2.5
27-09-2006,27,33.4,82,0
28-09-2006,27.8,34,82,1
17-10-2006,25,32.2,84,2.5
22-10-2006,22.8,30,79,0
27-10-2006,22.6,30.4,78,0
04-11-2006,20.6,31.6,69,0
16-11-2006,19.8,29.8,73,0
21-11-2006,19.2,30.4,63,0
27-11-2006,20,27,60,0
02-12-2006,13.4,27.4,60,0
08-12-2006,16,30,75,0
11-12-2006,18,30,78,0
13-12-2006,16,26,64,0
18-12-2006,18,26.4,75,0
29-12-2006,15.2,25.2,72,0
30-12-2006,14.2,24.4,74,0
17-01-2007,13.6,23.4,74,0
25-01-2007,13.4,25.4,72,0
02-02-2007,18.8,27,85,0
10-02-2007,18.6,28,78,0
14-02-2007,17.4,24,87,19
16-02-2007,14,27.4,69,0.5
18-02-2007,16.8,27.2,79,0
21-02-2007,15,27.6,60,0
11-03-2007,22,32.2,73,0
21-03-2007,24.6,32.6,73,0
05-04-2007,26.6,35,72,0
11-04-2007,26.2,36.2,70,1
25-04-2007,27.8,36.6,74,0
10-01-2006,10,23.2,74,0
13-01-2006,10.8,27.8,76,0
14-01-2006,13,25.4,84,0
26-01-2006,10,24.6,58,0
30-01-2006,13,27.4,67,0
25-02-2006,19,36.2,55,0
04-03-2006,19,32,69,0
07-03-2006,22,34.4,66,0
25-03-2006,24,38.4,48,0
27-03-2006,26,38,53,0
11-04-2006,27,37,73,0
15-04-2006,27.8,37.2,67,1.5
01-05-2006,28,38,68,0
19-05-2006,28,37.6,62,0
01-06-2006,28.8,33.2,81,0.5
08-06-2006,25.8,33,82,0.5
15-06-2006,26.2,35.6,76,0
19-06-2006,27,37.6,72,0
02-07-2006,27.2,32.2,82,1.5
06-07-2006,28.4,34.4,77,0.5
09-07-2006,26.6,29.4,92,101.5
10-07-2006,26.8,30.2,86,9.5
15-07-2006,27,32.4,86,9
03-08-2006,27,29.8,86,1.5
09-08-2006,28.4,35,74,2.5
10-08-2006,25.4,29.8,89,8
12-08-2006,27,31.6,81,2.5
15-08-2006,26.4,31.4,90,18.5
29-08-2006,26.4,30.2,86,7.5
04-09-2006,26.2,30.2,83,7.5
04-10-2006,25.4,34,87,5.5
05-10-2006,25.4,33.4,79,0.5
07-10-2006,27.4,33.6,81,0
11-10-2006,26.4,33.4,79,0.5
29-10-2006,23,31.8,72,0
07-11-2006,22.2,29.2,76,0
15-11-2006,19.8,29.6,74,0
19-11-2006,18.4,29.6,71,0
20-11-2006,19.2,31,66,0
12-12-2006,20,29,74,0
17-12-2006,14,26.4,79,0
19-12-2006,17,27,75,0
25-12-2006,13,26,71,0
31-12-2006,13.6,24.6,69,0
03-01-2007,12,24.4,70,0
04-01-2007,10,23,67,0
22-01-2007,15,26,64,0
09-03-2007,18.8,29.4,73,0.5
12-03-2007,22.2,34.4,66,0
27-03-2007,23,35.6,53,0
03-04-2007,26.6,37.4,71,0
04-04-2007,28,36,68,0
24-04-2007,28.4,37,75,0
30-04-2007,26.4,34.8,70,0
14-05-2007,25.2,35,71,0
23-12-2005,18,28,71,0
02-05-2007,22.4,35.6,68,0
03-05-2007,23.8,34.8,76,0
17-05-2007,25.6,34.6,76,6
22-05-2007,25,36,78,0
04-01-2006,13,26,71,0
24-01-2006,14,23.6,63,0
11-02-2006,16.6,30,66,0
18-02-2006,21,33.6,70,0
20-02-2006,23,31.4,73,0
28-02-2006,22,34,57,0
13-03-2006,20,31,68,0
18-03-2006,19.1,32.2,50,0
29-03-2006,24,35.6,42,0
30-03-2006,22,36.2,54,0.5
01-04-2006,25,36.4,73,0
05-04-2006,27,36.2,76,0.5
06-04-2006,27,37,74,0.5
16-04-2006,25,32.4,67,0
25-04-2006,23,35,67,0
29-04-2006,27.7,37,63,0
06-05-2006,27,36,68,0
07-05-2006,23.2,30.4,75,7.5
09-05-2006,24,33.4,83,30
23-05-2006,27.6,36.6,72,4
24-05-2006,28,35.8,69,1
06-06-2006,26.6,31.4,88,16.5
09-06-2006,25.6,30.2,87,3
25-06-2006,26.4,32.8,81,9
28-06-2006,28,35.2,79,6
05-07-2006,27.8,33,80,0.5
12-07-2006,26,31.2,92,7
14-07-2006,27.6,33,85,34
17-07-2006,27.4,33.4,81,12
25-07-2006,28.4,35.4,78,9
05-08-2006,25.4,29.6,88,17.5
17-08-2006,26,28.6,95,5
11-09-2006,27.6,32.4,85,5.5
30-09-2006,26.2,32.4,88,7.5
06-10-2006,26,35,79,0
08-10-2006,26.9,33.6,80,0.5
12-10-2006,26.4,33.6,84,0
28-10-2006,24.2,29.4,79,0
01-11-2006,23.2,27.8,84,0.5
08-11-2006,22.4,29,79,0
12-11-2006,21.2,27.6,79,0
17-11-2006,19,29.8,71,0
25-11-2006,22.4,30.2,69,0
01-12-2006,14.8,27.8,64,0
09-12-2006,17,30,68,0
14-12-2006,12.8,25,61,0
15-12-2006,12.4,25,68,0
16-01-2007,12,22.2,70,0
20-01-2007,13.6,26.6,62,0
29-01-2007,15.4,29.8,77,0
07-02-2007,19.1,28.6,79,9
12-02-2007,17.4,26.4,76,0
23-02-2007,16,29.6,63,0
03-03-2007,17.8,28,71,0
04-03-2007,16,28,66,0
14-03-2007,22,29.2,64,0
17-03-2007,16.2,30.4,53,0
30-03-2007,24,36,51,0
06-04-2007,26.2,36.2,71,0
10-04-2007,21,34,75,0.5
12-04-2007,22.8,35.2,72,2.5
23-04-2007,27.8,38.8,68,0
29-04-2007,24.4,35,75,1
01-06-2007,30,38.4,72,0
25-12-2005,16,26,72,0
03-01-2006,12.8,26,73,0
05-01-2006,13,25,69,0
08-01-2006,13,24,73,0
09-01-2006,12,23.8,75,0
20-01-2006,16,28,65,0
22-01-2006,14.6,27,58,0
31-01-2006,13,28.2,74,0
02-02-2006,15,29.2,75,0
06-02-2006,15,29,70,0
14-02-2006,17,33,61,0
16-02-2006,22,34.6,63,0
21-02-2006,21,33.6,64,0
02-03-2006,21,31.4,58,0
06-03-2006,20,33.6,66,0
17-03-2006,22.4,32.2,65,0
09-04-2006,26.6,34,71,0
12-04-2006,28,38,74,0
13-04-2006,25,36,74,0
21-04-2006,24,36.2,63,0
22-04-2006,22,38,68,0
03-05-2006,27.8,37,70,0
11-05-2006,24,35.6,75,1.5
28-05-2006,24.8,33.2,83,9.5
07-06-2006,26.6,32,83,5
16-06-2006,24.4,35.2,79,0
20-06-2006,27.1,33.6,78,1.5
24-06-2006,26.4,32.4,86,7.5
20-07-2006,25.6,29.6,91,39
30-07-2006,25.6,29.4,91,5
16-08-2006,26.4,31.4,87,15
28-08-2006,27.2,31,87,10
31-08-2006,27,32.2,84,4.5
02-09-2006,25.8,33.2,82,1.5
07-09-2006,27.4,35.6,78,0.5
08-09-2006,27.8,35,82,5.5
09-09-2006,26.6,34.2,83,6
17-09-2006,27.2,34.6,77,1
01-10-2006,26,32.4,83,5.5
25-10-2006,22,31.4,73,0
14-11-2006,20.4,30,74,0
18-11-2006,18.2,29.6,71,0
22-11-2006,17,29.6,63,0
26-11-2006,21.9,29.6,69,0
30-11-2006,15,27,68,0
04-12-2006,11.2,26.2,64,0
27-12-2006,12,27.4,76,0
05-01-2007,10.2,22.4,76,0
09-01-2007,10.2,24.4,68,0
10-01-2007,10.6,25,69,0
19-01-2007,11.6,24.6,69,0
26-01-2007,13.2,27,71,0
27-01-2007,13.4,29,73,0
03-02-2007,20.6,28.2,82,0.5
09-02-2007,19,25,86,2
15-02-2007,15.6,25.8,74,0
22-02-2007,14.8,29,61,0
28-02-2007,20.2,31,70,0
08-03-2007,17,31,53,0
13-03-2007,22.3,31,69,0
01-04-2007,25,37.8,69,0
09-04-2007,26.1,34,54,5
13-04-2007,21,32.4,75,8
26-04-2007,25,35.4,71,19
05-05-2007,26.4,37,67,0.5
27-12-2005,12,25.6,72,0
03-06-2007,27.2,37,73,0
04-06-2007,29,34.6,76,1
11-01-2006,8.8,24.4,71,0
12-01-2006,9,25.6,73,0
18-01-2006,15,31.6,70,0
23-01-2006,11,26.4,65,0
23-02-2006,22,35.4,56,0
27-02-2006,20,37,49,0
12-03-2006,18,30.2,67,0
20-03-2006,17.2,34,51,0
22-03-2006,25,36,59,0
23-03-2006,22.4,34.2,48,0
24-03-2006,21,36,47,0
02-04-2006,25,35.6,74,0.5
14-04-2006,24.8,35,77,0
23-04-2006,22,34.6,73,0
28-04-2006,25.8,36,69,0
16-05-2006,25,34.4,70,0
20-05-2006,23.8,35.4,77,19
22-05-2006,26.4,36.4,69,5
03-06-2006,27.6,33,83,4.5
10-06-2006,27.4,32,92,5.5
12-06-2006,29.8,37.2,76,0
27-06-2006,27.8,34,81,7.5
08-07-2006,27,33.4,92,15.5
21-07-2006,25.4,30.6,85,1.5
22-07-2006,26.6,30.6,87,11
23-07-2006,27.2,32.4,85,19
04-08-2006,25.8,29,88,8.5
20-08-2006,26.2,32.4,87,9
24-08-2006,26.8,32.4,81,2
30-08-2006,26.4,28,92,1.5
14-09-2006,27.2,33.6,76,1
29-09-2006,26,29.6,91,8.5
20-10-2006,23,31.4,79,7
09-11-2006,22,26.6,87,4.5
10-11-2006,21.6,26.6,84,5.5
24-11-2006,18.4,32.2,63,0
03-12-2006,12,26.2,60,0
07-12-2006,15,30,72,0
20-12-2006,16,27.4,79,0
06-01-2007,11.2,22.8,75,0
11-01-2007,10.8,25.6,65,0
12-01-2007,12,25.6,67,0
13-01-2007,13,26.6,72,0
05-02-2007,19,29.4,71,0
24-02-2007,18.2,30.8,62,0
01-03-2007,20.1,29.2,71,0
05-03-2007,17,27.6,62,0
07-03-2007,15.8,30,53,0
18-03-2007,18.2,31.8,52,0
26-03-2007,23.3,35.6,55,0
28-03-2007,20.8,35.6,54,0
17-04-2007,26.2,35.4,68,0
28-04-2007,24,35,82,11.5
01-05-2007,27,36.6,65,0
04-05-2007,25.6,34.8,75,0
20-05-2007,26.3,33.3,76,18.5
24-05-2007,29,37,76,0
27-05-2007,25.6,36.8,76,0
28-05-2007,25.7,35.8,79,1
29-05-2007,28.4,38.8,69,0
16-05-2007,25.6,35,77,1.5
23-05-2007,27.7,33.6,77,0.5
01-01-2006,11.6,25.4,68,0
17-01-2006,12,30,76,0
19-01-2006,17,30,66,0
28-01-2006,13,26.6,69,0
05-02-2006,15,29,56,0
15-02-2006,19,35,61,0
17-02-2006,21,33.8,58,0
11-03-2006,19,25.4,69,1
14-03-2006,21,32.4,65,0
16-03-2006,21,32,65,0
07-04-2006,26.6,35.8,76,0
08-04-2006,27.4,35,72,0
18-04-2006,22.6,29,77,4.5
19-04-2006,23,33.4,72,5.5
08-05-2006,22.6,33.6,73,20.5
12-05-2006,24.2,35.6,77,42
17-05-2006,25,36.2,71,0
25-05-2006,28.4,36.2,68,0
29-05-2006,25.3,34,82,18
30-05-2006,24.4,36,75,1
18-06-2006,27,36.8,73,8
21-06-2006,26,31.4,89,12
11-07-2006,25.4,31.6,91,16.5
02-08-2006,26,30.8,85,1
07-08-2006,27,35.2,75,3
13-08-2006,27,31.8,84,3.5
14-08-2006,26.6,30.6,89,9.5
21-08-2006,26.7,32,89,12
23-08-2006,26.6,29,90,8
19-09-2006,26.4,33.8,80,14
20-09-2006,25.2,26.4,96,56
21-09-2006,25.1,26.6,97,29
14-10-2006,25.3,31.2,88,5
31-10-2006,24.4,28.4,78,1
03-11-2006,21.4,31.4,73,0
13-11-2006,20,29,78,0
05-12-2006,13.6,26.6,73,0
16-12-2006,14,25.6,77,0
24-12-2006,15,27,72,0
14-01-2007,13.7,23.2,63,0
28-01-2007,15.6,29.4,76,0
08-02-2007,18.2,27.4,85,33
13-02-2007,17.4,19.6,90,14
17-02-2007,16.2,26.6,76,0.5
25-02-2007,17.6,32.2,55,0
10-03-2007,23.4,31.4,76,2.5
15-03-2007,21,30,68,0
20-03-2007,23.6,31.4,74,0
23-03-2007,24.6,35.2,75,0
25-03-2007,23,34.6,52,0
07-04-2007,26.6,35.6,70,0.5
14-04-2007,26,34.8,75,5
15-04-2007,25.4,34.6,73,0.5
19-04-2007,25.4,35,70,0
06-05-2007,27,36.6,72,1
07-05-2007,26.4,34.8,77,1
09-05-2007,26.4,33,77,6
12-05-2007,26.4,35,71,0
19-05-2007,27,35.4,76,3
30-12-2005,13,25.6,74,0
02-01-2006,12.6,26.2,70,0
25-01-2006,12.2,24.2,57,0
29-01-2006,12,27,68,0
04-02-2006,16,28.4,66,0
09-02-2006,16,30,63,0
12-02-2006,17,30.2,69,0
01-03-2006,21,31.6,62,0
03-03-2006,19,30.6,58,0
05-03-2006,21,31.4,71,1
08-03-2006,21,34.4,67,0
09-03-2006,21,34.4,61,0
21-03-2006,22,35.6,58,0
31-03-2006,24.6,36.4,74,0
10-04-2006,27,35,72,0
17-04-2006,25,33.6,64,1
26-04-2006,25,37,66,0
02-05-2006,27.4,37,66,0
14-05-2006,25,35.6,77,23.5
15-05-2006,25.6,32.6,77,10.5
26-05-2006,27,31,87,22
14-06-2006,26.4,36,76,0
29-06-2006,27.4,35.6,75,1.5
03-07-2006,27.2,32.4,87,3
07-07-2006,27.2,34.8,76,9
16-07-2006,27,33.2,86,12.5
19-07-2006,26.2,29,92,26.5
28-07-2006,26.8,30.8,87,3.5
01-08-2006,27.4,33,80,3.5
08-08-2006,28.6,34.8,73,0.5
01-09-2006,26.2,33.8,78,6
13-09-2006,27.6,34.4,78,2.5
15-09-2006,27.4,33.4,78,7
02-10-2006,26.4,33.2,83,2.5
09-10-2006,26.4,33.8,84,0
15-10-2006,24.8,31.6,86,0.5
16-10-2006,25,32.2,89,1
18-10-2006,23.8,30,86,2.5
19-10-2006,23.9,31.4,86,0.5
21-10-2006,22.6,30.6,81,0
23-10-2006,21.8,30.6,76,0
26-10-2006,22.2,31.6,76,0
05-11-2006,22.6,31.4,73,0
06-11-2006,23.4,30.6,76,0
11-11-2006,23.2,28,80,0.5
28-11-2006,17.4,27.2,58,0
29-11-2006,15.4,27,62,0
06-12-2006,15,27.8,76,0
10-12-2006,17.4,29,71,0
22-12-2006,16,28,78,0
26-12-2006,12.6,26.4,75,0
28-12-2006,15,25.8,74,0
07-01-2007,12.2,24.8,76,0
08-01-2007,11.6,24.8,71,0
15-01-2007,12.4,23.6,63,0
21-01-2007,12.2,28,62,0
24-01-2007,12.4,24.8,71,0
04-02-2007,21.4,30.4,77,0
06-02-2007,19,28,82,4.5
11-02-2007,18.4,29,75,0.5
06-03-2007,18.2,29.2,55,0
19-03-2007,21.6,31.6,73,0
24-03-2007,27,35,72,0
02-04-2007,26.2,38.4,71,0
18-04-2007,26.2,35.6,66,0.5
22-04-2007,27.6,37.4,72,2.5
27-04-2007,25,33.6,72,24.5
08-05-2007,25.6,33.6,76,4.5
13-05-2007,25.4,35.4,70,0.5
15-05-2007,24,34,70,0
26-05-2007,29,37,74,0
31-05-2007,29.2,38.6,70,0
02-06-2007,28.1,37.6,71,0
05-06-2007,27,35.2,74,9
22-06-2007,27.1,32,86,11
09-06-2007,27.6,35.2,75,1
26-06-2007,27.2,34,82,2.5
27-06-2007,28,34.2,79,3
08-07-2007,27.2,30.8,89,13.5
18-07-2007,26.2,33.4,82,19
27-07-2007,24.6,31,88,20.5
28-07-2007,25.4,32,86,4
31-07-2007,27.4,33.4,81,2
01-08-2007,26.4,35,78,2
09-08-2007,28,35.4,75,0
26-08-2007,27.3,32.4,83,10
29-08-2007,27.4,34,80,3.5
22-09-2007,25,28.6,84,22
30-09-2007,26.8,34,79,0.5
02-10-2007,27,34,79,5.5
12-10-2007,24,34,75,0
20-10-2007,23,32,75,0
24-10-2007,21,32,71,0
31-10-2007,23,30,88,4
01-11-2007,24,28,92,1
20-11-2007,18.6,29,69,0
29-11-2007,17,27.4,71,0
30-11-2007,15.8,28,71,0
23-12-2007,12.8,24,79,0
29-12-2007,11.8,25,72,0
02-01-2008,10.8,25,72,0
05-01-2008,13.6,26.4,71,0
09-01-2008,13,27.2,72,0
13-01-2008,15,25.2,58,0
22-01-2008,14,26,68,0
25-01-2008,16,17,92,17.5
01-02-2008,12,23,78,0
08-02-2008,18,30.2,67,0
17-02-2008,13.6,29,62,0
10-06-2007,29.6,35.6,79,22
11-06-2007,29.6,35,74,5.5
15-06-2007,24.6,32.8,88,12.5
23-06-2007,26.2,31.2,84,12
19-07-2007,26.2,30.2,94,25
05-09-2007,27,28.8,92,21
13-09-2007,25.2,32.2,90,7
16-09-2007,26.8,34.2,79,3
23-09-2007,25,26,95,48
27-09-2007,26,32.2,85,13.5
13-10-2007,25.4,34,74,0
19-10-2007,23.6,30.2,85,0
27-10-2007,22,31,74,0
02-11-2007,24,29,89,5.5
06-11-2007,22.4,31,78,0.5
09-11-2007,23,30,82,0
10-11-2007,21,31,76,0.5
12-11-2007,19,32,66,0
13-11-2007,18,30,67,0
14-11-2007,18.6,30,70,0
10-12-2007,13,26,72,0
19-12-2007,11,25.2,68,0
26-12-2007,13.6,25.2,81,0
21-01-2008,16,26,74,0
06-02-2008,18.8,29,75,0
09-02-2008,19,23,86,9
11-02-2008,14,25,61,0
14-06-2007,24.8,36,82,8
24-06-2007,26.5,31,84,11.5
25-06-2007,26.6,32,85,3
04-07-2007,26,28,96,98.5
05-07-2007,25.4,26.8,97,79
11-07-2007,28.4,36,73,1
29-07-2007,26.1,33,84,9.5
06-08-2007,27.6,32.2,79,14
10-08-2007,29,35.4,74,7.5
11-08-2007,27.4,32,85,23.5
12-08-2007,27.1,29.6,93,23.5
13-08-2007,26.8,28.6,93,35
21-08-2007,26.2,34.2,82,0
25-08-2007,27.4,31.4,83,9.5
30-08-2007,28,35,78,1.5
04-09-2007,27.6,31.4,86,17
08-09-2007,27,30.4,87,36.5
14-09-2007,25,33.2,86,13
15-09-2007,26.2,32.2,83,7
20-09-2007,27,34.2,76,2
24-09-2007,25,27.2,97,11
03-10-2007,27,35,80,10.5
16-10-2007,24,30,81,1.5
21-10-2007,22.6,33,71,0
23-10-2007,22,32,70,0
25-10-2007,21,31,70,0
26-10-2007,20.6,32,70,0
11-11-2007,20.6,31,72,0
19-11-2007,19.8,29,69,0
25-11-2007,18,29.2,70,0
07-12-2007,14.8,27,74,0
09-12-2007,15,26,71,0
13-12-2007,13.6,27.6,74,0
30-12-2007,12,25,67,0
03-01-2008,12,26,77,0
24-01-2008,14,21,78,11
02-02-2008,10,22.2,67,0
10-02-2008,15.6,24,70,1.5
18-02-2008,15,30.2,70,0
22-02-2008,15,28,67,0
10-07-2007,28.2,35.4,74,1
06-06-2007,27.5,35,75,0.5
07-06-2007,25.6,36,76,0
16-07-2007,26.6,32.6,85,6
22-07-2007,26.3,31.4,88,19
30-07-2007,27.6,33.6,80,2.5
18-08-2007,26,30,90,33.5
22-08-2007,27,33.6,81,1.5
24-08-2007,27.6,32.2,82,4
03-09-2007,27.8,33.2,83,7
12-09-2007,27.4,33,84,6.5
21-09-2007,26.4,32.4,77,6
07-10-2007,25,32.2,87,6
15-10-2007,25,29,82,7.5
17-10-2007,24.8,32,83,3.5
04-11-2007,23.6,33,78,0.5
14-12-2007,15,25.4,77,0
18-12-2007,11,24,68,0
01-01-2008,11,24,62,0
06-01-2008,12,26.4,66,0
23-01-2008,14,24.4,63,0
30-01-2008,14,25.2,82,19.5
03-02-2008,10,23.2,68,0
12-02-2008,12,27,66,0
19-02-2008,19,31,73,4.5
24-02-2008,17,31,69,0
12-06-2007,26.2,35.8,78,25
17-06-2007,27,34,84,1.5
19-06-2007,29,36.6,74,3
29-06-2007,26.6,31.2,87,5
30-06-2007,26.8,29.6,91,3
01-07-2007,26.8,33,87,8.5
02-07-2007,27,32.8,86,7
07-07-2007,25.2,28.6,96,42
12-07-2007,28,35.4,73,13
17-08-2007,25.8,28,96,24
20-08-2007,25.6,31.2,88,5.5
27-08-2007,27,31,84,10
28-08-2007,27,30.7,87,9.5
01-09-2007,27.4,34,81,3
02-09-2007,27.2,33.4,78,2
29-09-2007,27,33,81,4
06-10-2007,27,34,78,6.5
09-10-2007,23.8,29.4,81,4
29-10-2007,21,31.4,76,0
16-11-2007,20.6,26,85,2
18-11-2007,20,28.4,76,0
11-12-2007,12,26,75,0
22-12-2007,12,27,69,0
28-12-2007,12,25,73,0
04-01-2008,13,27,75,0
07-01-2008,11.6,27,64,0
15-01-2008,12,27,61,0
21-02-2008,14.8,26,75,0
08-06-2007,26.8,32,82,0
14-07-2007,28.6,35.2,75,12.5
15-07-2007,26.9,32.2,87,10
23-07-2007,24.6,31.2,85,20.5
24-07-2007,26.8,33.4,79,8
25-07-2007,27.8,33,79,6.5
26-07-2007,25.4,31.8,87,11.5
04-08-2007,28.4,34.4,79,2.5
06-09-2007,26,30.6,86,21
07-09-2007,27.2,31.4,85,15
10-09-2007,26.4,33.4,85,7.5
17-09-2007,27.2,34,79,3.5
19-09-2007,27.4,35,77,10
25-09-2007,26,30,90,19
26-09-2007,26,36,83,10
01-10-2007,26.8,35,78,0.5
04-10-2007,27,35,75,1
10-10-2007,24,32.4,80,0
28-10-2007,22,31,75,0
03-11-2007,24,32,82,0
05-11-2007,23,31,80,0.5
22-11-2007,16.4,28.2,74,0
23-11-2007,17.6,28.4,74,0
24-11-2007,17,29,75,0
26-11-2007,18,29,67,0
27-11-2007,17,28,70,0
28-11-2007,17.4,28,71,0
01-12-2007,17,28,72,0
04-12-2007,17,27,73,0
05-12-2007,14,26.4,74,0
06-12-2007,15.4,28,75,0
08-12-2007,16,27,73,0
15-12-2007,18,25.4,77,0
20-12-2007,11,24.6,66,0
27-12-2007,13,25.6,81,0
08-01-2008,11.6,27.4,69,0
11-01-2008,14.6,30,67,0
12-01-2008,14,28,68,0
18-01-2008,13,28,69,0
19-01-2008,15,29,72,0
20-01-2008,20,30.4,74,0
04-02-2008,11,25.4,70,0
05-02-2008,14,28,72,0
16-02-2008,12,28,62,0
20-02-2008,16,26,78,29.5
23-02-2008,15,29.4,66,0
13-06-2007,23.6,28.2,95,43
18-06-2007,26.6,37,75,19
21-06-2007,27,35.2,82,6.5
06-07-2007,25.5,28.4,94,36
13-07-2007,28.6,36,74,1
17-07-2007,28,33.6,84,7.5
21-07-2007,27.1,29.8,92,14.5
