Date,Min Temp,Max Temp,Humidity,Pressure,Precipitation
2006-07-08,27.0,33.4,92,996,15.5
2006-07-09,26.6,29.4,92,996,101.5
2006-07-10,26.8,30.2,86,996,9.5
2006-07-11,25.4,31.6,91,996,16.5
2006-07-12,26.0,31.2,92,997,7.0
2006-07-13,27.2,34.8,86,997,2.0
2006-07-14,27.6,33.0,85,995,34.0
2006-07-15,27.0,32.4,86,993,9.0
2006-07-16,27.0,33.2,86,994,12.5
2006-07-17,27.4,33.4,81,995,12.0
2006-07-18,28.0,33.8,80,997,14.0
2006-07-19,26.2,29.0,92,999,26.5
2006-07-20,25.6,29.6,91,999,39.0
2006-07-21,25.4,30.6,85,1000,1.5
2006-07-22,26.6,30.6,87,1002,11.0
2006-07-23,27.2,32.4,85,1002,19.0
2006-07-24,28.0,34.6,81,1002,1.0
2006-07-25,28.4,35.4,78,1001,9.0
2006-07-27,27.6,34.6,80,998,4.5
2006-07-28,26.8,30.8,87,993,3.5
2006-07-29,26.0,27.6,94,992,20.0
2006-07-30,25.6,29.4,91,999,5.0
2006-07-31,26.4,32.0,84,1000,4.5
2006-08-01,27.4,33.0,80,997,3.5
2006-08-02,26.0,30.8,85,996,1.0
2006-08-03,27.0,29.8,86,997,1.5
2006-08-04,25.8,29.0,88,1002,8.5
2006-08-05,25.4,29.6,88,1004,17.5
2006-08-06,25.6,32.0,86,1004,7.0
2006-08-07,27.0,35.2,75,1002,3.0
2006-08-08,28.6,34.8,73,1000,0.5
2006-08-09,28.4,35.0,74,998,2.5
2006-08-10,25.4,29.8,89,996,8.0
2006-08-11,27.0,32.4,80,996,18.5
2006-08-12,27.0,31.6,81,995,2.5
2006-08-13,27.0,31.8,84,997,3.5
2006-08-14,26.6,30.6,89,996,9.5
2006-08-15,26.4,31.4,90,995,18.5
2006-08-16,26.4,31.4,87,994,15.0
2006-08-17,26.0,28.6,95,998,5.0
2006-08-18,26.6,31.8,91,1002,13.0
2006-08-19,26.7,28.8,93,1003,9.0
2006-08-20,26.2,32.4,87,1001,9.0
2006-08-21,26.7,32.0,89,998,12.0
2006-08-22,26.2,30.6,86,996,6.5
2006-08-23,26.6,29.0,90,999,8.0
2006-08-24,26.8,32.4,81,1000,2.0
2006-08-26,27.2,32.8,80,999,5.0
2006-08-27,27.0,29.6,93,998,8.0
2006-08-28,27.2,31.0,87,997,10.0
2006-08-29,26.4,30.2,86,999,7.5
2006-08-30,26.4,28.0,92,1004,1.5
2006-08-31,27.0,32.2,84,1004,4.5
2006-09-01,26.2,33.8,78,1003,6.0
2006-09-02,25.8,33.2,82,1003,1.5
2006-09-03,25.6,31.4,86,1001,22.5
2006-09-04,26.2,30.2,83,1003,7.5
2006-09-05,26.0,33.0,83,1004,1.5
2006-09-06,26.8,33.6,79,1005,0.0
2006-09-07,27.4,35.6,78,1004,0.5
2006-09-08,27.8,35.0,82,1004,5.5
2006-09-09,26.6,34.2,83,1005,6.0
2006-09-10,26.4,33.2,84,1005,3.0
2006-09-11,27.6,32.4,85,1003,5.5
2006-09-12,27.7,32.4,83,1004,6.5
2006-09-13,27.6,34.4,78,1005,2.5
2006-09-14,27.2,33.6,76,1005,1.0
2006-09-15,27.4,33.4,78,1005,7.0
2006-09-16,27.2,33.4,79,1006,4.0
2006-09-17,27.2,34.6,77,1004,1.0
2006-09-18,27.4,35.0,75,1002,2.5
2006-09-19,26.4,33.8,80,1000,14.0
2006-09-20,25.2,26.4,96,998,56.0
2006-09-21,25.1,26.6,97,997,29.0
2006-09-22,24.2,26.4,98,998,13.0
2006-09-23,25.6,29.0,91,999,5.0
2006-09-25,27.2,32.4,86,1004,3.5
2006-09-26,26.6,32.8,85,1003,0.5
2006-09-27,27.0,33.4,82,1002,0.0
2006-09-28,27.8,34.0,82,1003,1.0
2006-09-29,26.0,29.6,91,1005,8.5
2006-09-30,26.2,32.4,88,1006,7.5
2006-10-01,26.0,32.4,83,1006,5.5
2006-10-02,26.4,33.2,83,1005,2.5
2006-10-03,26.6,34.2,78,1005,2.0
2006-10-04,25.4,34.0,87,1004,5.5
2006-10-05,25.4,33.4,79,1002,0.5
2006-10-06,26.0,35.0,79,1002,0.0
2006-10-07,27.4,33.6,81,1003,0.0
2006-10-08,26.9,33.6,80,1005,0.5
2006-10-09,26.4,33.8,84,1006,0.0
2006-10-10,26.6,32.8,84,1007,1.0
2006-10-11,26.4,33.4,79,1007,0.5
2006-10-12,26.4,33.6,84,1009,0.0
2006-10-13,26.2,33.2,84,1011,3.5
2006-10-14,25.3,31.2,88,1011,5.0
2006-10-15,24.8,31.6,86,1010,0.5
2006-10-16,25.0,32.2,89,1011,1.0
2006-10-17,25.0,32.2,84,1011,2.5
2006-10-18,23.8,30.0,86,1011,2.5
2006-10-19,23.9,31.4,86,1010,0.5
2006-10-20,23.0,31.4,79,1012,7.0
2006-10-21,22.6,30.6,81,1012,0.0
2006-10-22,22.8,30.0,79,1012,0.0
2006-10-23,21.8,30.6,76,1012,0.0
2006-10-25,22.0,31.4,73,1013,0.0
2006-10-26,22.2,31.6,76,1013,0.0
2006-10-27,22.6,30.4,78,1013,0.0
2006-10-28,24.2,29.4,79,1012,0.0
2006-10-29,23.0,31.8,72,1012,0.0
2006-10-30,24.0,28.8,76,1011,0.0
2006-10-31,24.4,28.4,78,1012,1.0
2006-11-01,23.2,27.8,84,1012,0.5
2006-11-02,22.2,30.6,76,1011,0.0
2006-11-03,21.4,31.4,73,1011,0.0
2006-11-04,20.6,31.6,69,1011,0.0
2006-11-05,22.6,31.4,73,1012,0.0
2006-11-06,23.4,30.6,76,1011,0.0
2006-11-07,22.2,29.2,76,1011,0.0
2006-11-08,22.4,29.0,79,1013,0.0
2006-11-09,22.0,26.6,87,1015,4.5
2006-11-10,21.6,26.6,84,1015,5.5
2006-11-11,23.2,28.0,80,1014,0.5
2006-11-12,21.2,27.6,79,1013,0.0
2006-11-13,20.0,29.0,78,1012,0.0
2006-11-14,20.4,30.0,74,1012,0.0
2006-11-15,19.8,29.6,74,1013,0.0
2006-11-16,19.8,29.8,73,1012,0.0
2006-11-17,19.0,29.8,71,1011,0.0
2006-11-18,18.2,29.6,71,1011,0.0
2006-11-19,18.4,29.6,71,1010,0.0
2006-11-20,19.2,31.0,66,1009,0.0
2006-11-21,19.2,30.4,63,1009,0.0
2006-11-22,17.0,29.6,63,1009,0.0
2006-11-24,18.4,32.2,63,1010,0.0
2006-11-25,22.4,30.2,69,1010,0.0
2006-11-26,21.9,29.6,69,1009,0.0
2006-11-27,20.0,27.0,60,1011,0.0
2006-11-28,17.4,27.2,58,1012,0.0
2006-11-29,15.4,27.0,62,1014,0.0
2006-11-30,15.0,27.0,68,1013,0.0
2006-12-01,14.8,27.8,64,1013,0.0
2006-12-02,13.4,27.4,60,1013,0.0
2006-12-03,12.0,26.2,60,1014,0.0
2006-12-04,11.2,26.2,64,1014,0.0
2006-12-05,13.6,26.6,73,1014,0.0
2006-12-06,15.0,27.8,76,1013,0.0
2006-12-07,15.0,30.0,72,1013,0.0
2006-12-08,16.0,30.0,75,1013,0.0
2006-12-09,17.0,30.0,68,1014,0.0
2006-12-10,17.4,29.0,71,1014,0.0
2006-12-11,18.0,30.0,78,1012,0.0
2006-12-12,20.0,29.0,74,1012,0.0
2006-12-13,16.0,26.0,64,1015,0.0
2006-12-14,12.8,25.0,61,1014,0.0
2006-12-15,12.4,25.0,68,1013,0.0
2006-12-16,14.0,25.6,77,1014,0.0
2006-12-17,14.0,26.4,79,1013,0.0
2006-12-18,18.0,26.4,75,1012,0.0
2006-12-19,17.0,27.0,75,1014,0.0
2006-12-20,16.0,27.4,79,1016,0.0
2006-12-21,17.0,27.8,81,1015,0.0
2006-12-22,16.0,28.0,78,1013,0.0
2006-12-24,15.0,27.0,72,1014,0.0
2006-12-25,13.0,26.0,71,1013,0.0
2006-12-26,12.6,26.4,75,1012,0.0
2006-12-27,12.0,27.4,76,1012,0.0
2006-12-28,15.0,25.8,74,1014,0.0
2006-12-29,15.2,25.2,72,1015,0.0
2006-12-30,14.2,24.4,74,1014,0.0
2006-12-31,13.6,24.6,69,1014,0.0
2007-01-01,12.0,26.4,69,1013,0.0
2007-01-02,13.2,24.0,70,1014,0.0
2007-01-03,12.0,24.4,70,1014,0.0
2007-01-04,10.0,23.0,67,1014,0.0
2007-01-05,10.2,22.4,76,1014,0.0
2007-01-06,11.2,22.8,75,1016,0.0
2007-01-07,12.2,24.8,76,1015,0.0
2007-01-08,11.6,24.8,71,1015,0.0
2007-01-09,10.2,24.4,68,1016,0.0
2007-01-10,10.6,25.0,69,1016,0.0
2007-01-11,10.8,25.6,65,1015,0.0
2007-01-12,12.0,25.6,67,1015,0.0
2007-01-13,13.0,26.6,72,1014,0.0
2007-01-14,13.7,23.2,63,1014,0.0
2007-01-15,12.4,23.6,63,1014,0.0
2007-01-16,12.0,22.2,70,1014,0.0
2007-01-17,13.6,23.4,74,1015,0.0
2007-01-18,12.4,24.4,71,1016,0.0
2007-01-19,11.6,24.6,69,1014,0.0
2007-01-20,13.6,26.6,62,1013,0.0
2007-01-21,12.2,28.0,62,1013,0.0
2007-01-22,15.0,26.0,64,1015,0.0
2007-01-23,14.0,24.6,62,1017,0.0
2007-01-24,12.4,24.8,71,1016,0.0
2007-01-25,13.4,25.4,72,1015,0.0
2007-01-26,13.2,27.0,71,1014,0.0
2007-01-27,13.4,29.0,73,1015,0.0
2007-01-28,15.6,29.4,76,1015,0.0
2007-01-29,15.4,29.8,77,1014,0.0
2007-01-30,18.4,30.6,71,1014,0.0
2007-01-31,17.0,30.2,77,1014,1.0
2007-02-01,18.6,29.6,71,1014,0.0
2007-02-02,18.8,27.0,85,1015,0.0
2007-02-03,20.6,28.2,82,1014,0.5
2007-02-04,21.4,30.4,77,1010,0.0
2007-02-05,19.0,29.4,71,1010,0.0
2007-02-06,19.0,28.0,82,1011,4.5
2007-02-07,19.1,28.6,79,1012,9.0
2007-02-08,18.2,27.4,85,1014,33.0
2007-02-09,19.0,25.0,86,1015,2.0
2007-02-10,18.6,28.0,78,1014,0.0
2007-02-11,18.4,29.0,75,1013,0.5
2007-02-12,17.4,26.4,76,1013,0.0
2007-02-13,17.4,19.6,90,1011,14.0
2007-02-14,17.4,24.0,87,1010,19.0
2007-02-15,15.6,25.8,74,1012,0.0
2007-02-16,14.0,27.4,69,1012,0.5
2007-02-17,16.2,26.6,76,1012,0.5
2007-02-18,16.8,27.2,79,1013,0.0
2007-02-19,16.7,27.0,66,1014,0.0
2007-02-21,15.0,27.6,60,1013,0.0
2007-02-22,14.8,29.0,61,1011,0.0
2007-02-23,16.0,29.6,63,1009,0.0
2007-02-24,18.2,30.8,62,1010,0.0
2007-02-25,17.6,32.2,55,1009,0.0
2007-02-26,18.0,28.6,68,1009,0.0
2007-02-27,19.0,30.0,71,1010,0.0
2007-02-28,20.2,31.0,70,1010,0.0
2007-03-01,20.1,29.2,71,1009,0.0
2007-03-02,18.0,23.6,85,1009,2.0
2007-03-03,17.8,28.0,71,1012,0.0
2007-03-04,16.0,28.0,66,1011,0.0
2007-03-05,17.0,27.6,62,1012,0.0
2007-03-06,18.2,29.2,55,1009,0.0
2007-03-07,15.8,30.0,53,1008,0.0
2007-03-08,17.0,31.0,53,1009,0.0
2007-03-09,18.8,29.4,73,1010,0.5
2007-03-10,23.4,31.4,76,1011,2.5
2007-03-11,22.0,32.2,73,1011,0.0
2007-03-12,22.2,34.4,66,1012,0.0
2007-03-13,22.3,31.0,69,1012,0.0
2007-03-14,22.0,29.2,64,1011,0.0
2007-03-15,21.0,30.0,68,1009,0.0
2007-03-16,16.6,28.8,51,1009,0.0
2007-03-17,16.2,30.4,53,1010,0.0
2007-03-18,18.2,31.8,52,1007,0.0
2007-03-19,21.6,31.6,73,1008,0.0
2007-03-20,23.6,31.4,74,1009,0.0
2007-03-21,24.6,32.6,73,1009,0.0
2007-03-23,24.6,35.2,75,1008,0.0
2007-03-24,27.0,35.0,72,1008,0.0
2007-03-25,23.0,34.6,52,1006,0.0
2007-03-26,23.3,35.6,55,1007,0.0
2007-03-27,23.0,35.6,53,1009,0.0
2007-03-28,20.8,35.6,54,1009,0.0
2007-03-29,24.0,35.2,62,1008,0.0
2007-03-30,24.0,36.0,51,1009,0.0
2007-03-31,24.4,36.0,61,1009,0.0
2007-04-01,25.0,37.8,69,1006,0.0
2007-04-02,26.2,38.4,71,1004,0.0
2007-04-03,26.6,37.4,71,1004,0.0
2007-04-04,28.0,36.0,68,1006,0.0
2007-04-05,26.6,35.0,72,1007,0.0
2007-04-06,26.2,36.2,71,1007,0.0
2007-04-07,26.6,35.6,70,1006,0.5
2007-04-08,26.6,34.8,68,1005,1.0
2007-04-09,26.1,34.0,54,1005,5.0
2007-04-10,21.0,34.0,75,1006,0.5
2007-04-11,26.2,36.2,70,1004,1.0
2007-04-12,22.8,35.2,72,1004,2.5
2007-04-13,21.0,32.4,75,1007,8.0
2007-04-14,26.0,34.8,75,1008,5.0
2007-04-15,25.4,34.6,73,1008,0.5
2007-04-16,25.6,34.8,68,1007,0.0
2007-04-17,26.2,35.4,68,1007,0.0
2007-04-18,26.2,35.6,66,1008,0.5
2007-04-19,25.4,35.0,70,1008,0.0
2007-04-20,26.2,36.0,66,1007,0.0
2007-04-22,27.6,37.4,72,1004,2.5
2007-04-23,27.8,38.8,68,1002,0.0
2007-04-24,28.4,37.0,75,1002,0.0
2007-04-25,27.8,36.6,74,1004,0.0
2007-04-26,25.0,35.4,71,1005,19.0
2007-04-27,25.0,33.6,72,1007,24.5
2007-04-28,24.0,35.0,82,1006,11.5
2007-04-29,24.4,35.0,75,1006,1.0
2007-04-30,26.4,34.8,70,1007,0.0
2007-05-01,27.0,36.6,65,1007,0.0
2007-05-02,22.4,35.6,68,1005,0.0
2007-05-03,23.8,34.8,76,1003,0.0
2007-05-04,25.6,34.8,75,1003,0.0
2007-05-05,26.4,37.0,67,1003,0.5
2007-05-06,27.0,36.6,72,1002,1.0
2007-05-07,26.4,34.8,77,1002,1.0
2007-05-08,25.6,33.6,76,1002,4.5
2007-05-09,26.4,33.0,77,1002,6.0
2007-05-10,26.0,35.0,72,1001,0.0
2007-05-11,26.6,36.2,69,1001,0.0
2007-05-12,26.4,35.0,71,1003,0.0
2007-05-13,25.4,35.4,70,1001,0.5
2007-05-14,25.2,35.0,71,998,0.0
2007-05-15,24.0,34.0,70,999,0.0
2007-05-16,25.6,35.0,77,1002,1.5
2007-05-17,25.6,34.6,76,1002,6.0
2007-05-18,26.9,34.0,79,1002,4.0
2007-05-19,27.0,35.4,76,1001,3.0
2007-05-20,26.3,33.3,76,1000,18.5
2007-05-22,25.0,36.0,78,999,0.0
2007-05-23,27.7,33.6,77,1000,0.5
2007-05-24,29.0,37.0,76,1000,0.0
2007-05-25,28.8,36.6,77,1001,0.0
2007-05-26,29.0,37.0,74,1002,0.0
2007-05-27,25.6,36.8,76,1003,0.0
2007-05-28,25.7,35.8,79,1002,1.0
2007-05-29,28.4,38.8,69,1002,0.0
2007-05-30,30.0,38.8,72,1003,1.0
2007-05-31,29.2,38.6,70,1003,0.0
2007-06-01,30.0,38.4,72,1001,0.0
2007-06-02,28.1,37.6,71,1000,0.0
2007-06-03,27.2,37.0,73,1001,0.0
2007-06-04,29.0,34.6,76,1002,1.0
2007-06-05,27.0,35.2,74,1001,9.0
2007-06-06,27.5,35.0,75,1000,0.5
2007-06-07,25.6,36.0,76,999,0.0
2007-06-08,26.8,32.0,82,999,0.0
2007-06-09,27.6,35.2,75,999,1.0
2007-06-10,29.6,35.6,79,997,22.0
2007-06-11,29.6,35.0,74,996,5.5
2007-06-12,26.2,35.8,78,997,25.0
2007-06-13,23.6,28.2,95,999,43.0
2007-06-14,24.8,36.0,82,999,8.0
2007-06-15,24.6,32.8,88,999,12.5
2007-06-16,25.6,34.2,86,999,3.5
2007-06-17,27.0,34.0,84,998,1.5
2007-06-18,26.6,37.0,75,998,19.0
2007-06-19,29.0,36.6,74,998,3.0
2007-06-21,27.0,35.2,82,999,6.5
2007-06-22,27.1,32.0,86,1001,11.0
2007-06-23,26.2,31.2,84,1004,12.0
2007-06-24,26.5,31.0,84,1003,11.5
2007-06-25,26.6,32.0,85,999,3.0
2007-06-26,27.2,34.0,82,997,2.5
2007-06-27,28.0,34.2,79,996,3.0
2007-06-28,27.0,30.0,87,995,5.5
2007-06-29,26.6,31.2,87,996,5.0
2007-06-30,26.8,29.6,91,998,3.0
2007-07-01,26.8,33.0,87,997,8.5
2007-07-02,27.0,32.8,86,996,7.0
2007-07-03,25.0,29.6,95,995,30.5
2007-07-04,26.0,28.0,96,993,98.5
2007-07-05,25.4,26.8,97,988,79.0
2007-07-06,25.5,28.4,94,990,36.0
2007-07-07,25.2,28.6,96,996,42.0
2007-07-08,27.2,30.8,89,999,13.5
2007-07-09,27.0,34.4,77,998,0.0
2007-07-10,28.2,35.4,74,997,1.0
2007-07-11,28.4,36.0,73,998,1.0
2007-07-12,28.0,35.4,73,997,13.0
2007-07-13,28.6,36.0,74,995,1.0
2007-07-14,28.6,35.2,75,993,12.5
2007-07-15,26.9,32.2,87,992,10.0
2007-07-16,26.6,32.6,85,996,6.0
2007-07-17,28.0,33.6,84,999,7.5
2007-07-18,26.2,33.4,82,999,19.0
2007-07-19,26.2,30.2,94,999,25.0
2007-07-21,27.1,29.8,92,999,14.5
2007-07-22,26.3,31.4,88,1000,19.0
2007-07-23,24.6,31.2,85,1003,20.5
2007-07-24,26.8,33.4,79,1004,8.0
2007-07-25,27.8,33.0,79,1004,6.5
2007-07-26,25.4,31.8,87,1003,11.5
2007-07-27,24.6,31.0,88,1003,20.5
2007-07-28,25.4,32.0,86,1003,4.0
2007-07-29,26.1,33.0,84,1004,9.5
2007-07-30,27.6,33.6,80,1004,2.5
2007-07-31,27.4,33.4,81,1003,2.0
2007-08-01,26.4,35.0,78,1002,2.0
2007-08-02,26.4,34.0,82,1001,1.5
2007-08-03,27.0,33.8,79,1000,1.0
2007-08-04,28.4,34.4,79,996,2.5
2007-08-05,28.0,32.6,76,993,5.0
2007-08-06,27.6,32.2,79,995,14.0
2007-08-07,27.2,31.2,87,998,10.0
2007-08-08,27.0,34.0,78,998,5.5
2007-08-09,28.0,35.4,75,997,0.0
2007-08-10,29.0,35.4,74,996,7.5
2007-08-11,27.4,32.0,85,994,23.5
2007-08-12,27.1,29.6,93,992,23.5
2007-08-13,26.8,28.6,93,994,35.0
2007-08-14,27.1,32.2,84,999,11.5
2007-08-15,27.2,34.0,78,999,4.5
2007-08-16,26.4,31.4,89,999,11.0
2007-08-17,25.8,28.0,96,998,24.0
2007-08-18,26.0,30.0,90,996,33.5
2007-08-20,25.6,31.2,88,1003,5.5
2007-08-21,26.2,34.2,82,1003,0.0
2007-08-22,27.0,33.6,81,1003,1.5
2007-08-23,27.0,33.8,79,1003,7.5
2007-08-24,27.6,32.2,82,1004,4.0
2007-08-25,27.4,31.4,83,1004,9.5
2007-08-26,27.3,32.4,83,1003,10.0
2007-08-27,27.0,31.0,84,1002,10.0
2007-08-28,27.0,30.7,87,1003,9.5
2007-08-29,27.4,34.0,80,1003,3.5
2007-08-30,28.0,35.0,78,1002,1.5
2007-08-31,27.6,34.2,82,1001,9.0
2007-09-01,27.4,34.0,81,1000,3.0
2007-09-02,27.2,33.4,78,1001,2.0
2007-09-03,27.8,33.2,83,1000,7.0
2007-09-04,27.6,31.4,86,998,17.0
2007-09-05,27.0,28.8,92,997,21.0
2007-09-06,26.0,30.6,86,997,21.0
2007-09-07,27.2,31.4,85,999,15.0
2007-09-08,27.0,30.4,87,1001,36.5
2007-09-09,27.6,32.4,85,1002,14.0
2007-09-10,26.4,33.4,85,1002,7.5
2007-09-11,26.2,31.0,89,1002,1.5
2007-09-12,27.4,33.0,84,1001,6.5
2007-09-13,25.2,32.2,90,1001,7.0
2007-09-14,25.0,33.2,86,1002,13.0
2007-09-15,26.2,32.2,83,1002,7.0
2007-09-16,26.8,34.2,79,1002,3.0
2007-09-17,27.2,34.0,79,1003,3.5
2007-09-19,27.4,35.0,77,1001,10.0
2007-09-20,27.0,34.2,76,1001,2.0
2007-09-21,26.4,32.4,77,1000,6.0
2007-09-22,25.0,28.6,84,999,22.0
2007-09-23,25.0,26.0,95,997,48.0
2007-09-24,25.0,27.2,97,999,11.0
2007-09-25,26.0,30.0,90,1004,19.0
2007-09-26,26.0,36.0,83,1005,10.0
2007-09-27,26.0,32.2,85,1004,13.5
2007-09-28,26.0,34.0,79,1004,4.5
2007-09-29,27.0,33.0,81,1005,4.0
2007-09-30,26.8,34.0,79,1005,0.5
2007-10-01,26.8,35.0,78,1003,0.5
2007-10-02,27.0,34.0,79,1002,5.5
2007-10-03,27.0,35.0,80,1003,10.5
2007-10-04,27.0,35.0,75,1003,1.0
2007-10-05,28.0,34.4,78,1002,0.5
2007-10-06,27.0,34.0,78,1000,6.5
2007-10-07,25.0,32.2,87,998,6.0
2007-10-08,23.8,29.0,91,1000,42.5
2007-10-09,23.8,29.4,81,1003,4.0
2007-10-10,24.0,32.4,80,1006,0.0
2007-10-11,25.0,33.0,80,1007,0.0
2007-10-12,24.0,34.0,75,1008,0.0
2007-10-13,25.4,34.0,74,1008,0.0
2007-10-14,26.0,32.0,80,1008,4.5
2007-10-15,25.0,29.0,82,1008,7.5
2007-10-16,24.0,30.0,81,1008,1.5
2007-10-17,24.8,32.0,83,1009,3.5
2007-10-19,23.6,30.2,85,1011,0.0
2007-10-20,23.0,32.0,75,1010,0.0
2007-10-21,22.6,33.0,71,1009,0.0
2007-10-22,21.0,32.0,71,1010,0.0
2007-10-23,22.0,32.0,70,1010,0.0
2007-10-24,21.0,32.0,71,1011,0.0
2007-10-25,21.0,31.0,70,1011,0.0
2007-10-26,20.6,32.0,70,1010,0.0
2007-10-27,22.0,31.0,74,1009,0.0
2007-10-28,22.0,31.0,75,1007,0.0
2007-10-29,21.0,31.4,76,1007,0.0
2007-10-30,21.0,31.0,76,1009,1.0
2007-10-31,23.0,30.0,88,1009,4.0
2007-11-01,24.0,28.0,92,1010,1.0
2007-11-02,24.0,29.0,89,1008,5.5
2007-11-03,24.0,32.0,82,1008,0.0
2007-11-04,23.6,33.0,78,1010,0.5
2007-11-05,23.0,31.0,80,1009,0.5
2007-11-06,22.4,31.0,78,1008,0.5
2007-11-07,23.0,31.0,78,1009,0.5
2007-11-08,23.0,31.0,82,1009,0.5
2007-11-09,23.0,30.0,82,1009,0.0
2007-11-10,21.0,31.0,76,1009,0.5
2007-11-11,20.6,31.0,72,1010,0.0
2007-11-12,19.0,32.0,66,1010,0.0
2007-11-13,18.0,30.0,67,1009,0.0
2007-11-14,18.6,30.0,70,1007,0.0
2007-11-15,19.0,23.2,91,1006,48.0
2007-11-16,20.6,26.0,85,1010,2.0
2007-11-18,20.0,28.4,76,1012,0.0
2007-11-19,19.8,29.0,69,1014,0.0
2007-11-20,18.6,29.0,69,1014,0.0
2007-11-21,17.0,28.0,68,1013,0.0
2007-11-22,16.4,28.2,74,1013,0.0
2007-11-23,17.6,28.4,74,1011,0.0
2007-11-24,17.0,29.0,75,1011,0.0
2007-11-25,18.0,29.2,70,1013,0.0
2007-11-26,18.0,29.0,67,1014,0.0
2007-11-27,17.0,28.0,70,1012,0.0
2007-11-28,17.4,28.0,71,1011,0.0
2007-11-29,17.0,27.4,71,1012,0.0
2007-11-30,15.8,28.0,71,1014,0.0
2007-12-01,17.0,28.0,72,1014,0.0
2007-12-02,16.0,28.0,72,1014,0.0
2007-12-03,16.0,27.2,74,1015,0.0
2007-12-04,17.0,27.0,73,1015,0.0
2007-12-05,14.0,26.4,74,1017,0.0
2007-12-06,15.4,28.0,75,1016,0.0
2007-12-07,14.8,27.0,74,1014,0.0
2007-12-08,16.0,27.0,73,1012,0.0
2007-12-09,15.0,26.0,71,1013,0.0
2007-12-10,13.0,26.0,72,1012,0.0
2007-12-11,12.0,26.0,75,1012,0.0
2007-12-12,13.0,26.0,71,1012,0.0
2007-12-13,13.6,27.6,74,1011,0.0
2007-12-14,15.0,25.4,77,1011,0.0
2007-12-15,18.0,25.4,77,1012,0.0
2007-12-16,14.0,25.4,65,1014,0.0
2007-12-18,11.0,24.0,68,1015,0.0
2007-12-19,11.0,25.2,68,1014,0.0
2007-12-20,11.0,24.6,66,1014,0.0
2007-12-21,11.0,25.0,72,1013,0.0
2007-12-22,12.0,27.0,69,1011,0.0
2007-12-23,12.8,24.0,79,1010,0.0
2007-12-24,13.8,25.0,78,1010,0.0
2007-12-25,13.0,26.0,78,1010,0.0
2007-12-26,13.6,25.2,81,1012,0.0
2007-12-27,13.0,25.6,81,1012,0.0
2007-12-28,12.0,25.0,73,1010,0.0
2007-12-29,11.8,25.0,72,1010,0.0
2007-12-30,12.0,25.0,67,1012,0.0
2007-12-31,10.6,24.2,70,1012,0.0
2008-01-01,11.0,24.0,62,1014,0.0
2008-01-02,10.8,25.0,72,1014,0.0
2008-01-03,12.0,26.0,77,1015,0.0
2008-01-04,13.0,27.0,75,1015,0.0
2008-01-05,13.6,26.4,71,1015,0.0
2008-01-06,12.0,26.4,66,1016,0.0
2008-01-07,11.6,27.0,64,1015,0.0
2008-01-08,11.6,27.4,69,1014,0.0
2008-01-09,13.0,27.2,72,1013,0.0
2008-01-10,14.0,29.4,65,1012,0.0
2008-01-11,14.6,30.0,67,1012,0.0
2008-01-12,14.0,28.0,68,1012,0.0
2008-01-13,15.0,25.2,58,1013,0.0
2008-01-14,11.0,26.0,63,1013,0.0
2008-01-15,12.0,27.0,61,1014,0.0
2008-01-17,12.0,26.2,67,1014,0.0
2008-01-18,13.0,28.0,69,1011,0.0
2008-01-19,15.0,29.0,72,1009,0.0
2008-01-20,20.0,30.4,74,1009,0.0
2008-01-21,16.0,26.0,74,1010,0.0
2008-01-22,14.0,26.0,68,1011,0.0
2008-01-23,14.0,24.4,63,1010,0.0
2008-01-24,14.0,21.0,78,1011,11.0
2008-01-25,16.0,17.0,92,1011,17.5
2008-01-26,15.0,18.0,94,1009,35.0
2008-01-27,14.0,22.0,84,1011,0.0
2008-01-28,10.0,25.0,75,1012,0.0
2008-01-29,10.0,25.0,72,1010,0.0
2008-01-30,14.0,25.2,82,1008,19.5
2008-01-31,12.0,20.0,84,1010,0.0
2008-02-01,12.0,23.0,78,1012,0.0
2008-02-02,10.0,22.2,67,1013,0.0
2008-02-03,10.0,23.2,68,1012,0.0
2008-02-04,11.0,25.4,70,1011,0.0
2008-02-05,14.0,28.0,72,1012,0.0
2008-02-06,18.8,29.0,75,1011,0.0
2008-02-07,19.0,30.0,69,1010,0.0
2008-02-08,18.0,30.2,67,1010,0.0
2008-02-09,19.0,23.0,86,1009,9.0
2008-02-10,15.6,24.0,70,1011,1.5
2008-02-11,14.0,25.0,61,1013,0.0
2008-02-12,12.0,27.0,66,1013,0.0
2008-02-13,13.0,25.0,63,1014,0.0
2008-02-14,11.0,24.4,57,1015,0.0
2008-02-16,12.0,28.0,62,1013,0.0
2008-02-17,13.6,29.0,62,1012,0.0
2008-02-18,15.0,30.2,70,1011,0.0
2008-02-19,19.0,31.0,73,1011,4.5
2008-02-20,16.0,26.0,78,1013,29.5
2008-02-21,14.8,26.0,75,1015,0.0
2008-02-22,15.0,28.0,67,1014,0.0
2008-02-23,15.0,29.4,66,1012,0.0
2008-02-24,17.0,31.0,69,1010,0.0
2008-02-25,20.0,32.0,73,1008,0.0
2008-02-26,20.0,28.0,64,1011,0.0
2008-02-27,17.0,28.4,57,1013,0.0
2008-02-28,16.0,29.2,56,1012,0.0
2008-02-29,15.0,30.2,59,1010,0.0
2008-03-01,17.0,30.0,71,1008,0.0
2008-03-02,20.0,30.4,76,1009,0.0
2008-03-03,23.0,32.0,77,1010,0.0
